# All times in milliseconds (msec)
# Column 1 = input data size
# Column 2 = avg time linked-list insert front
# Column 3 = avg time cpp-list insert front
# Column 4 = avg time linked-list insert middle
# Column 5 = avg time cpp-list insert middle
# Column 6 = avg time linked-list insert end
# Column 7 = avg time cpp-list insert end
# Column 8 = avg time linked-list update front
# Column 9 = avg time cpp-list update front
# Column 10 = avg time linked-list update middle
# Column 11 = avg time cpp-list update middle
# Column 12 = avg time linked-list update end
# Column 13 = avg time cpp-list update end
# Column 14 = avg time linked-list erase front
# Column 15 = avg time cpp-list erase front
# Column 16 = avg time linked-list erase middle
# Column 17 = avg time cpp-list erase middle
# Column 18 = avg time linked-list erase end
# Column 19 = avg time cpp-list erase end
0 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
10000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
20000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
30000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
40000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
50000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
60000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
70000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
80000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00
90000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00
100000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00
110000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00
120000 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.11 0.00 0.00 0.00 0.00 0.22 1.00 0.00
130000 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 2.00 2.00 0.00 0.00 0.00 1.00 1.00 2.00 0.00
140000 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 2.00 2.00 0.00 0.00 0.00 1.00 1.00 2.00 0.00
150000 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 2.00 2.00 0.00 0.00 0.00 1.00 1.00 2.00 0.00
160000 0.00 0.00 1.11 1.11 0.00 0.00 0.00 0.00 1.00 2.33 2.33 0.00 0.00 0.00 1.00 1.00 2.56 0.00
170000 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 3.00 3.00 0.00 0.00 0.00 1.00 1.00 3.11 0.00
180000 0.00 0.00 1.00 1.11 0.00 0.00 0.00 0.00 1.11 3.00 3.11 0.00 0.00 0.00 1.00 1.11 3.22 0.00
190000 0.00 0.00 1.22 1.11 0.00 0.00 0.00 0.00 1.22 3.11 3.44 0.00 0.00 0.00 1.11 1.22 3.33 0.00
200000 0.00 0.00 2.00 2.11 0.00 0.00 0.00 0.00 2.00 4.00 5.22 0.00 0.00 0.00 2.00 2.44 4.78 0.00
